VegID,CommonName,GenusGroup,Family,GrowthForm,Type,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6,References,Comment
Cladrastis kentukea,Kentucky yellowwood,Cladrastis,Fabaceae,Btr,species,10,0,0.16,0.2,0.09,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT1,Needleleaf Evergreen Temperate Tree,Ntr,GF,Ntr,GF,0.8,0.3,0.5,0.4,0.2,0.35,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT10,Broadleaf Deciduous Temperate Shrub,Shrub,GF,Shrub,GF,6,0,0.4,0.35,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT11,Broadleaf Deciduous Boreal Shrub,Shrub,GF,Shrub,GF,8,0,0.4,0.35,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT12,Arctic C3 Grass,Herb,GF,Herb,GF,2.2,0,0.05,0.06,0.03,0.06,0.03,0.5,0.01,0.01,0.8,0.2,0.35,0.1,1,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT13,Cool C3 Grass,Herb,GF,Herb,GF,1.1,0,0.05,0.06,0.03,0.06,0.03,0.5,0.01,0.01,0.8,0.2,0.35,0.1,1,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT14,Warm C4 Grass,Herb,GF,Herb,GF,0.3,0,0.08,0.1,0.05,0.08,0.03,0.5,0.01,0.01,0.8,0.2,0.35,0.1,1,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT15,Crop,Crop,GF,Crop,GF,0.05,0,0.05,0.1,0.03,0.06,0.03,0.5,0.01,0.01,0.8,0.2,0.35,0.1,1,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT2,Needleleaf Evergreen Boreal Tree,Ntr,GF,Ntr,GF,4,0.1,0.5,0.4,0.2,0.35,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT3,Needleleaf Deciduous Boreal Tree,Ntr,GF,Ntr,GF,0.003,0,0.5,0.4,0.2,0.35,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT4,Broadleaf Evergreen Tropical Tree,Btr,GF,Btr,GF,10,0,0.3,0.35,0.1,0.18,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT5,Broadleaf Evergreen Temperate Tree,Btr,GF,Btr,GF,12,0,0.3,0.35,0.1,0.18,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT6,Broadleaf Deciduous Tropical Tree,Btr,GF,Btr,GF,8,0,0.3,0.35,0.1,0.18,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT7,Broadleaf Deciduous Temperate Tree,Btr,GF,Btr,GF,12,0,0.3,0.35,0.1,0.18,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT8,Broadleaf Deciduous Boreal Tree,Btr,GF,Btr,GF,14,0,0.3,0.35,0.1,0.18,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
CLMPFT9,Broadleaf Evergreen Temperate Shrub,Shrub,GF,Shrub,GF,4,0,0.4,0.35,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Coccothrinax argentata,Florida silver palm,Coccothrinax,Arecaceae,Btr,species,10,0,0.15,0.15,0.04,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoenix dactylifera,,Coccothrinax,Arecaceae,Btr,species,10,0,0.15,0.15,0.04,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Conocarpus erectus,button mangrove,Conocarpus,Combretaceae,Btr,species,4,0,0.14,0.14,0.06,0.14,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus,dogwood,Cornus,Cornaceae,Btr,genus,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Condalia hookeri,,Condalia,Rhamnaceae,Btr,species,20,0,0.1,0.1,0.05,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus alternifolia,alternateleaf dogwood,Cornus,Cornaceae,Btr,species,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus amomum,silky dogwood,Cornus,Cornaceae,Shrub,species,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus canadensis,bunchberry dogwood,Cornus,Cornaceae,Shrub,species,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus drummondii,roughleaf dogwood,Cornus,Cornaceae,Btr,species,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus florida,flowering dogwood,Cornus,Cornaceae,Btr,species,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus foemina ssp. racemosa,,Cornus,Cornaceae,Btr,species,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus nuttallii,Pacific dogwood,Cornus,Cornaceae,Btr,species,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus racemosa,gray dogwood,Cornus,Cornaceae,Shrub,species,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus sericea ssp. sericea,redosier dogwood,Cornus,Cornaceae,Btr,species,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus stolonifera,,Cornus,Cornaceae,Unknown,species,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cornus stolonifera var. occidentalis,,Cornus,Cornaceae,Unknown,species,0.5,0,0.03,0.02,0.04,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Corylus,hazelnut,Corylus,Betulaceae,Btr,genus,1,0,0.1,0.1,0.08,0.5,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Corylus americana,American hazelnut,Corylus,Betulaceae,Shrub,species,1,0,0.1,0.1,0.08,0.5,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Corylus cornuta,beaked hazelnut,Corylus,Betulaceae,Btr,species,1,0,0.1,0.1,0.08,0.5,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Corylus cornuta var. californica,California hazelnut,Corylus,Betulaceae,Btr,species,1,0,0.1,0.1,0.08,0.5,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Crataegus,hawthorn,Crataegus,Rosaceae,Btr,genus,0.003,0,0.1,0.1,0.05,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Crataegus spp.,hawthorn,Crataegus,Rosaceae,Btr,genus,0.003,0,0.1,0.1,0.05,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Crataegus columbiana,,Crataegus,Rosaceae,Unknown,species,0.003,0,0.1,0.1,0.05,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Crataegus douglasii,black hawthorn,Crataegus,Rosaceae,Btr,species,0.003,0,0.1,0.1,0.05,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Crataegus douglasii var. douglasii,,Crataegus,Rosaceae,Unknown,species,0.003,0,0.1,0.1,0.05,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cupressus,cypress,Cupressus,Cupressaceae,Ntr,genus,0.003,0.005,0.7,0.5,0.12,0.3,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cupressus spp.,cypress,Cupressus,Cupressaceae,Ntr,genus,0.003,0.005,0.7,0.5,0.12,0.3,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cupressus sempervirens,,Cupressus,Cupressaceae,Ntr,species,0.003,0.005,0.7,0.5,0.12,0.3,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cupressus macnabiana,MacNab's cypress,Cupressus,Cupressaceae,Ntr,species,0.003,0.005,0.7,0.5,0.12,0.3,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cynodendron oliviforme,,Cynodendron,Sapotaceae,Btr,species,8,0,0.12,0.15,0.08,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cyrilla racemiflora,swamp titi,Cyrilla,Cyrillaceae,Btr,species,10,0,0.12,0.15,0.08,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cyathea tenera,,Cyathea,Cyatheaceae,Btr,species,1,0,0.1,0.1,0.1,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Cycas circinalis,,Cycas,Cyatheaceae,Btr,species,1,0,0.1,0.1,0.1,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ehretia anacua,,Ehretia,Boraginaceae,Btr,species,1,0,0.1,0.1,0.1,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Eriobotrya japonica,,Eriobotrya,Rosaceae,Btr,species,1,0,0.1,0.1,0.1,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Desmanthus,bundleflower,Desmanthus,Fabaceae,Shrub,species,8,0,0.15,0.15,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Desmanthus illinoensis,Illinois bundleflower,Desmanthus,Fabaceae,Shrub,species,8,0,0.15,0.15,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Diospyros,persimmon,Diospyros,Ebenaceae,Btr,genus,0.003,0,0.1,0.2,0.02,0.02,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Diospyros texana,common persimmon,Diospyros,Ebenaceae,Btr,species,0.003,0,0.1,0.2,0.02,0.02,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Diospyros virginiana,common persimmon,Diospyros,Ebenaceae,Btr,species,0.003,0,0.1,0.2,0.02,0.02,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Elaeagnus commutata,silverberry,Elaeagnus,Elaeagnaceae,Shrub,species,8,0,0.2,0.15,0.1,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Eucalyptus,,Eucalyptus,Myrtaceae,Btr,genus,16,0,0.5,0.35,0.3,0.4,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ficus carica,,Ficus,Moraceae,Btr,species,16,0,0.08,0.12,0.04,0.06,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Eugenia,stopper,Eugenia,Myrtaceae,Btr,genus,10,0,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Eysenhardtia polystachya,,Eysenhardtia,Fabaceae,Btr,species,16,0,0.2,0.25,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fagus grandifolia,American beech,Fagus,Fagaceae,Btr,species,0.003,0,0.15,0.15,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus,ash,Fraxinus,Oleaceae,Btr,genus,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus americana,white ash,Fraxinus,Oleaceae,Btr,species,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus anomala,singleleaf ash,Fraxinus,Oleaceae,Btr,species,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus latifolia,Oregon ash,Fraxinus,Oleaceae,Btr,species,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus nigra,black ash,Fraxinus,Oleaceae,Btr,species,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus spp.,ash,Fraxinus,Oleaceae,Btr,genus,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus berlandieriana,,Fraxinus,Oleaceae,Btr,species,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus caroliniana,,Fraxinus,Oleaceae,Btr,species,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus texensis,,Fraxinus,Oleaceae,Btr,species,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus velutina,,Fraxinus,Oleaceae,Btr,species,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus pennsylvanica,green ash,Fraxinus,Oleaceae,Btr,species,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus profunda,pumpkin ash,Fraxinus,Oleaceae,Btr,species,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Fraxinus quadrangulata,blue ash,Fraxinus,Oleaceae,Btr,species,0.003,0,0.01,0.2,0.01,0.01,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
GFBtr,Broadleaf tree,Btr,GF,Btr,GF,12,0,0.3,0.35,0.1,0.18,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
GFCrop,Crop,Crop,GF,Crop,GF,0.05,0,0.05,0.08,0.03,0.05,0.03,0.5,0.01,0.01,0.8,0.2,0.35,0.1,1,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
GFHerb,Herb,Herb,GF,Herb,GF,1,0,0.1,0.12,0.03,0.05,0.03,0.5,0.01,0.01,0.8,0.2,0.35,0.1,1,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
GFNtr,Needleleaf tree,Ntr,GF,Ntr,GF,0.4,0.2,0.5,0.4,0.2,0.35,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
GFShrub,Shrub,Shrub,GF,Shrub,GF,4,0,0.4,0.35,0.12,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
GFUnk,Unknown,Unknown,Unknown,Unknown,GF,4,0,0.4,0.35,0.12,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Gleditsia aquatica,water locust,Gleditsia,Fabaceae,Btr,species,0.003,0,0.15,0.15,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Gleditsia triacanthos,honeylocust,Gleditsia,Fabaceae,Btr,species,0.003,0,0.15,0.15,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Gordonia lasianthus,loblolly bay,Gordonia,Theaceae,Btr,species,0.003,0,0.2,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Gymnanthes lucida,oysterwood,Gymnanthes,Euphorbiaceae,Btr,species,0.003,0,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Gymnocladus dioicus,Kentucky coffeetree,Gymnocladus,Fabaceae,Btr,species,0.003,0,0.15,0.15,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Halesia,silverbell,Halesia,Styracaceae,Btr,genus,8,0,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Halesia carolina,Carolina silverbell,Halesia,Styracaceae,Btr,species,3,0,0.074,0.065,0.017,0.097,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Hamamelis virginiana,American witchhazel,Hamamelis,Hamamelidaceae,Btr,species,24,0,0.4,0.08,0.1,0.5,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Heteropogon contortus,tanglehead,Heteropogon,Poaceae,Herb,species,0.1,0,0.15,0.2,0.08,0.12,0.03,0.05,0.01,0.01,1.6,0.2,0.35,0.1,1,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex,holly,Ilex,Aquifoliaceae,Btr,genus,0.1,0,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex coriacea,large gallberry,Ilex,Aquifoliaceae,Btr,species,0.1,0,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex decidua,possumhaw,Ilex,Aquifoliaceae,Btr,species,0.1,0,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex glabra,inkberry,Ilex,Aquifoliaceae,Shrub,species,0.1,0,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex opaca,American holly,Ilex,Aquifoliaceae,Btr,species,0.1,0,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex verticillata,common winterberry,Ilex,Aquifoliaceae,Btr,species,0.1,0,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex vomitoria,yaupon,Ilex,Aquifoliaceae,Btr,species,0.1,0,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans,walnut,Juglans,Juglandaceae,Btr,genus,0.003,0,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans cinerea,butternut,Juglans,Juglandaceae,Btr,species,0.003,0,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans nigra,black walnut,Juglans,Juglandaceae,Btr,species,0.003,0,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans microcarpa,,Juglans,Juglandaceae,Btr,species,0.003,0,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus,juniper,Juniperus,Cupressaceae,Ntr,genus,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus californica,California juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus ashei,,Juniperus,Cupressaceae,Ntr,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus pinchotii,,Juniperus,Cupressaceae,Ntr,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus deppeana,alligator juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus horizontalis,creeping juniper,Juniperus,Cupressaceae,Shrub,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus monosperma,oneseed juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus occidentalis,western juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus osteosperma,Utah juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus scopulorum,Rocky Mountain juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
